Timestamp,What programme are you in?,Have you taken a course on machine learning?,Have you taken a course on information retrieval?,Have you taken a course on statistics?,Have you taken a course on databases?,What is your gender?,Chocolate makes you.....,When is your birthday (date)?,Number of neighbors sitting around you?,Did you stand up?,What is your stress level (0-100)?,"You can get 100 euros if you win a local DM competition, or we don’t hold any competitions and I give everyone some money (not the same amount!). How much do you think you would deserve then? ",Give a random number,Time you went to be Yesterday,What makes a good day for you (1)?,What makes a good day for you (2)?
3/30/2021 13:30:42,Computational Science,no,0,unknown,nee,male,fat,22/03/94,0,no,50,0,562,1AM,Not being tired,Eating tasty food
3/30/2021 13:33:38,computational science,no,0,mu,nee,male,slim,26/07,0,no,1,0,312,03:00,productivity,variety
3/30/2021 13:40:00,EOR,no,0,mu,ja,male,fat,10/07,2,yes,80,20,7,3:30,sun,girls
3/30/2021 13:41:52,Computational Science UvA/VU,no,0,mu,nee,male,slim,20/07/1991,1,no,30,10,3,12 midnight,good food,plenty of sleep
3/30/2021 13:45:25,Bioinformatics,yes,0,unknown,nee,female,I have no idea what you are talking about,09-02-1998,0,no,55,40,5531,8,Sun,Cheese
3/30/2021 13:46:26,AI,yes,0,mu,nee,male,neither,26-05-1997,0,yes,15,100/#studentes*1.2,12,23:59,BBQ,Surf
3/30/2021 13:46:59,Computational Science,yes,1,sigma,ja,unknown,unknown,1992/10/28,0,no,99,None of it,1103,22:15,Running,Social activity
3/30/2021 13:47:18,MSc Bioinformatics & Systems Biology,yes,0,unknown,nee,female,I have no idea what you are talking about,I don't want to answer,0,no,19,100,7,0350,Weather,food
3/30/2021 13:47:20,Computational Science,yes,0,mu,nee,female,fat,17-03-1997,0,no,50,110,9,22.3,Kitesurfing,Sunshine
3/30/2021 13:47:21,Computational Science,no,0,mu,nee,male,neither,January,0,no,92,8 euros,860394992932992,12,pizza,sun
3/30/2021 13:47:31,Artificial Intelligence,no,0,mu,nee,female,neither,10-01-1998,0,no,30,100/number of people,7,23:30,When the sun is out,Nice plans for the day 
3/30/2021 13:48:08,HLT,yes,0,unknown,nee,female,I have no idea what you are talking about,01-01-1997,1,no,60,100/(number of people),86,1:00,coffee,sunshine
3/30/2021 13:48:10,Computer Science,no,1,mu,ja,male,slim,08-06-1993,0,no,78,100,2,00:00,Sunshine,More sunshine
3/30/2021 13:48:56,Artificial Intellingence,yes,1,mu,ja,male,slim,04-06-1997,0,unknown,69,100%,7,12:00,fun,bright sun
3/30/2021 13:49:10,Artificial Intelligence,yes,1,mu,ja,male,I have no idea what you are talking about,25-06,0,no,10,1,01927512042,02:00,Good feelings,A lot of fun
3/30/2021 13:49:13,Data Science,yes,unknown,unknown,ja,male,slim,20th May 1996,6,no,1,100,2,05:15,Drinking Beer,Gaming with Friends
3/30/2021 13:49:29,Bioinformatics and Systems Biology,yes,0,mu,ja,male,neither,04-06-1998,0,no,45,0.5,3.141592,23:00,sun,freedom
3/30/2021 13:49:45,Information studies Data Science (UvA),yes,0,sigma,nee,male,fat,02-04,0,no,0,"i would try to win, or else doesnt matter how much i deserve, only as much as given",2,1,enjoying the sun,spending time with my sons
3/30/2021 13:49:52,Computational Science,no,0,mu,nee,male,fat,01-12-1994,0,no,0,100/participants,5.46747E+19,10:00,Sports,Beer
3/30/2021 13:49:54,Master Artificial Intelligence,yes,1,mu,nee,male,fat,06-05-1998,0,no,80,1/n,83927759928872848393,12:30,friday,saturday
3/30/2021 13:50:06,Computational Sciences,no,0,mu,nee,female,neither,20-10-1993,0,no,35,3,75327680576897923158327485378165,20.3,Friends,completing tasks
3/30/2021 13:50:07,BA,no,0,mu,nee,male,neither,20.02.1999,0,yes,44,2,5,01:00,football,running
3/30/2021 13:50:37,Business Analytics,yes,unknown,mu,ja,female,neither,1-1-1997,4,yes,8,No idea.,8,22:00,Cats,Sunshine
3/30/2021 13:51:02,Business Analytics,yes,1,mu,ja,male,neither,27-08-1998,1,no,20,1,54509,?,Beer and friends,No obligations
3/30/2021 13:51:08,Computer Science,yes,1,mu,ja,female,I have no idea what you are talking about,16/12/1996,0,no,50,100,34,10pm,sunshine,good food
3/30/2021 13:51:09,Artificial Intelligence,yes,0,mu,nee,male,I have no idea what you are talking about,21-09-1995,0,no,80,30cent,77,8,"If a spend my day usefull. Learned new things, improving myself",Good weather
3/30/2021 13:51:23,Computational Science,yes,0,mu,ja,male,slim,21-2-1990,50,yes,80,20,13,22:00,Ice cream,double ice cream
3/30/2021 13:51:33,Artificial Intelligence,no,0,mu,nee,male,I have no idea what you are talking about,24.08.1996,0,unknown,25,25,69,21:37,No work,No stress
3/30/2021 13:52:11,Business Analytics,yes,1,mu,ja,male,I have no idea what you are talking about,July 5th,0,no,50,0.69,6,00:30,Good grade,Not filling in excessively long forms
3/30/2021 13:53:02,Computer Science,yes,0,sigma,nee,male,fat,0319,0,no,70,5,666,2300,coffee,jogging
3/30/2021 13:53:25,Computational Science,yes,1,mu,ja,male,neither,01/01/1991,0,yes,60,100/N,0,2am,Sunshine,Warm weather
3/30/2021 13:53:30,Computer Science,yes,1,mu,nee,female,I have no idea what you are talking about,9 february,one,no,100,80,9,What?,Movements,Food
3/30/2021 13:53:48,Business Analytics,yes,0,mu,nee,male,neither,30 july 1997,zero,no,20,20,18,10 hours,Sun,Beer
3/30/2021 13:54:12,Econometrics and Data Science,yes,0,sigma,nee,male,neither,25/03/1995,1,no,99,€50,555,11:11,Good company,Good food
3/30/2021 13:54:28,Bioinformatics and systems biology,yes,unknown,unknown,nee,female,fat,May 13,2,no,80,50 cent,7,Unknown,Nice weather,Food
3/30/2021 13:56:54,Artificial Intelligence,no,0,mu,nee,female,slim,07-06-1992,0,no,60,20,5,23:00,Doing something meaningful,sun
3/30/2021 13:58:13,Information Studies: Data Science (track),yes,0,unknown,ja,female,neither,02-10-1995,0,yes,75,10,5,42,nothing,nothing
3/30/2021 13:59:04,Bioinformatics ,yes,1,sigma,nee,male,neither,21/5,0,no,80,50,18,24:00,good weather ,no body dies 
3/30/2021 13:59:37,Artificial Intelligence,yes,0,mu,nee,male,slim,14-10-1994,0,no,0,100,7,23:34,Love,Happiness
3/30/2021 14:04:42,https://forms.gle/eTy4nEs3khRqPtMLA,yes,0,mu,ja,male,I have no idea what you are talking about,10-02-1996,2,no,55,1.000.000,5,?,Productivity,Fun
3/30/2021 14:05:45,Data Science (information studies),yes,0,mu,ja,female,fat,02-03-1998,0,no,100,70,98,15:00,nice food,good workout
3/30/2021 14:10:58,Business Analytics,yes,1,mu,ja,unknown,neither,-,1,yes,40,5,8,-,-,-
3/30/2021 14:21:35,Computational Science,no,0,mu,nee,male,slim,2-7,100,yes,66,0.8,6,23:00,Sun,Sports
3/30/2021 14:24:07,Business Analytics,yes,1,mu,ja,male,fat,09-03-1998,0,no,20,1000,3,10:00,Being productive,Relaxing after being productive
3/30/2021 14:24:10,Artificial Intelligence  ,no,0,mu,ja,male,fat,1996/01/30,1,no,80,100,3298472987298,23:00,Good sleep,No homework
3/30/2021 14:24:26,AI,yes,0,mu,nee,female,I have no idea what you are talking about,09-10,0,no,55,5,25,10:00,Sun,Good food
3/30/2021 14:24:33,AI,yes,1,mu,ja,male,fat,27/10/1995,0,no,70,99.99,4654,?,"work, friends, play, food, sex","relaxation, laziness, ice cream"
3/30/2021 14:24:51,Bioinformatics,yes,0,mu,nee,male,fat,1-1-1901,0,no,"0,0",0,1,8:00,FIFA2020,FIFA2021
3/30/2021 14:25:10,Bioinformatics,yes,0,mu,nee,male,fat,07-02-1999,0,no,60,5,8,01:00,Sleeping in,No mandatory to do's 
3/30/2021 14:26:11,MSc Finance - Duisenberg Honours Programme of Quantitative Risk Management,no,0,mu,nee,male,fat,17-12-1998,0,yes,25,Depends on how many participants: 100/participants,34572954852845,11:31,happiness,general feelings of happiness caused by a multitude of factors
3/30/2021 14:29:48,Business Analytics,yes,0,mu,nee,male,I have no idea what you are talking about,27-06-1966,0,no,90,100,68,2345,Universe is there,Universe is still there
3/30/2021 14:30:33,AI,yes,1,mu,ja,female,I have no idea what you are talking about,01-03-1999,0,no,35,40,8,23:45,Nice weather,Being able to do something fun without having to think about anything else 
3/30/2021 14:32:23,AI,yes,1,mu,nee,male,neither,30-09,0,no,57,100,89465432119979546313739882,5,cat 1,cat 2
3/30/2021 14:32:59,Business Analytics,yes,0,mu,ja,male,I have no idea what you are talking about,17-07-1999,0,no,33,€399,3.5,secret,Girlfriend,Winning
3/30/2021 14:35:08,AI,no,unknown,mu,nee,female,I have no idea what you are talking about,08/03/1995,2,no,68,13,37,00:30,sleep,sun
3/30/2021 14:40:53,QRM,yes,0,mu,nee,male,fat,1996,100,no,50,10,4,23:00,good weather,less stress
3/30/2021 14:41:07,Econometrics and Data Science,no,0,sigma,nee,female,fat,29-06-1997,1,yes,60,5,7,1am,Pancakes ,Sun
3/30/2021 14:44:53,artificial intelligence,yes,0,mu,ja,female,neither,23-04-1999,1,no,20,100,23,yes,reading,no school
3/30/2021 14:51:18,BA,yes,1,mu,ja,male,fat,19/04/1999,3,no,75,100,6.9,2,Good amount of sleep,Doing something new
3/30/2021 14:56:37,Bioinformatics,yes,0,sigma,nee,female,I have no idea what you are talking about,1988-02-06,1,no,70,30,3,00:45,Sunny and dry weather,having good conversations with friends
3/30/2021 15:01:20,Finance and Technology,yes,0,mu,nee,male,neither,05-05-1992,1,no,90,10,7,12:47,sun is out,work out
3/30/2021 15:32:10,Bioinformatics,yes,unknown,mu,unknown,female,slim,04-09-98,0,no,55,"Depends on the amount of people, but maybe 10 cents",4,23 ish?,Sleep,Food
3/30/2021 15:45:22,Bioinformatics & Systems Biology,no,0,unknown,ja,female,neither,01/05/1976,0,no,50,5,6,00:01,Getting stuff done,Trying something new
3/30/2021 15:46:56,CS,no,0,mu,nee,female,fat,19951124,0,no,60,20,4,10pm,Coffee,Video game
3/30/2021 16:00:00,Econometrics & Operations Research ,no,0,sigma,nee,male,fat,30-09-1997,0,no,27.5,0.5,8,00:30,Gym/sport ,Drinking 
3/30/2021 16:06:45,Computational Science,no,unknown,mu,nee,male,I have no idea what you are talking about,14-04-1995,4,no,30,0,no,tomorrow,a variety of activities,what i said before this question
3/30/2021 17:22:43,BA,yes,0,mu,nee,female,neither,26-11-1996,0,no,65,25,6,11,Nice weather,Friends
3/30/2021 17:22:58,Master Bioinformatics and Systems Biology,yes,unknown,mu,ja,female,fat,15 December,2,no,75,5,7,23:30,Sunny weather,Taking medicine
3/30/2021 17:31:48,Ai,no,0,mu,nee,male,fat,29-04-1993,2,no,76,35,3,12,Health,Family
3/30/2021 17:32:22,MSc Bioinformatics and systems biology,yes,0,mu,ja,male,fat,None,0,yes,65,40,2,23:00,can relax,Can do some kind of activity (sports)
3/30/2021 17:32:37,Business Analytics,yes,1,mu,ja,male,slim,06-01-1998,0,no,10,10,5,23:30,no stress,doing sports
3/30/2021 17:34:15,Computer Science,yes,1,mu,ja,male,fat,31-07,0,no,50,10,6,23:00,Free,Sports
3/30/2021 17:35:59,Quantative Risk Management,no,0,mu,nee,male,neither,26-2-1998,2,no,99999,25 cents,48294,02:00,Not filling in pointless surveys,Seeing loved ones
3/30/2021 17:38:28,Computational Science,yes,1,mu,ja,female,neither,03-06-1997,0,unknown,80,30,76,22:15,Good food,Friends 
3/30/2021 17:45:04,Artificial Intelligence,yes,0,mu,nee,female,neither,23-09-1997,0,no,80,not,5,??,laughter,no homework
3/30/2021 17:46:28,Msc Artificial Intelligence ,yes,1,mu,ja,male,fat,30-09-1895,265,yes,Over 9000,2.5 BTC,67,23:23,Sunny weather,Women with sundresses on
3/30/2021 17:46:38,Finance and Technology,yes,0,mu,nee,male,neither,15 april 1988,7,yes,25,100,13,24-00,Fun,Sleep
3/30/2021 17:53:12,MSc Ai,yes,1,mu,ja,male,slim,73639293736383-374949374749-82929393646393-474938374639,8979937,unknown,9999,100,875445667899839292,;,Sex,Sex * 2
3/30/2021 17:57:08,AI,yes,1,mu,ja,male,neither,03-05-1995,0,no,99,3.14,69,Nice sentence!,No deadlines,#ADATOTHEMOON
3/30/2021 17:58:46,Business Analytics,yes,1,mu,ja,female,I have no idea what you are talking about,04-09-1997,0,no,1100100,2,5,2AM,Hot temperature,Airco
3/30/2021 18:02:16,Artificial Intelligence,yes,1,mu,ja,male,fat,04-01-1995,1,no,10,0.5,1,2315,Good sleep,Nice people
3/30/2021 18:02:50,Bioinformatics and systems biology ,no,0,mu,nee,male,neither,24/10/95,0,no,100,10,28,12pm,Meeting a friend ,Having a good meal
3/30/2021 18:04:36,AI: cognitive science track,no,1,mu,ja,unknown,slim,June 18,1,no,30,10000000,0,01:00,Making money and not being with my girlfriend,Not being with my girlfriend and making money
3/30/2021 18:11:57,Artificial Intelligence,yes,1,mu,ja,female,slim,05-08-1998,1,no,100,0,666,23:00,Sun,Chocolate
3/30/2021 18:12:21,Bioinformatics and systems biology ,no,0,mu,nee,male,neither,24/10/95,0,no,100,10,28,12pm,Meeting a friend ,Having a good meal
3/30/2021 18:12:43,Ai,yes,0,sigma,ja,unknown,neither,11-11-1337,7,no,69,-1 euro,No,1:30,Good food,Lots of sleep
3/30/2021 18:19:03,Bioinformatics,no,0,sigma,ja,female,fat,23-1-1997,14,no,100000000000,:(,5,???,less hmw,clear instructions to get 10 from hmw!
3/30/2021 18:35:43,MSC Bioinformatics and systems Biology,yes,0,sigma,ja,male,fat,20/06/1993,300,unknown,101,100,6,1,productive,funny
3/30/2021 18:39:26,Master AI at UvA,yes,1,mu,nee,male,slim,16-06-2000,1,no,40,50,50,50,50,50
3/30/2021 18:39:31,M Bioinformatics and Systems Biology,yes,0,mu,nee,female,I have no idea what you are talking about,06-07-1996,0,no,100,30,10,16:00,"No homework, no school","No school, no homework"
3/30/2021 18:39:35,Econometrics and Data Science,yes,0,mu,nee,male,fat,31/08/1997,0,no,50,50,9,2:00,Good weather,No covid
3/30/2021 18:48:33,Je zusje,yes,1,mu,ja,unknown,slim,01-01-2001,6,yes,99,Some money,0,Kaolo engels maakt mu hoofd heet,1,2
3/30/2021 18:56:08,EDS,no,0,mu,ja,male,I have no idea what you are talking about,01-01-2001,4,no,-2,100,O0087022017,01:11am,Puthie,More puthie
3/30/2021 19:03:43,Artificial Intelligence,yes,0,mu,ja,male,I have no idea what you are talking about,28.07.1998,0,no,35,33,1321,23:49,weather,full stomach
3/30/2021 19:05:48,QRM,yes,1,mu,ja,female,I have no idea what you are talking about,27-06-1996,1,no,22,75,5,02:00,Surrounded with family,Food
3/30/2021 19:06:48,Bioinformatics and systems biology ,no,0,mu,nee,male,neither,24/10/95,0,no,100,10,28,12pm,Meeting a friend ,Having a good meal
3/30/2021 19:36:23,Artificial Intelligence,yes,1,mu,ja,female,slim,05-08-1998,1,no,100,0,666,23:00,Sun,Chocolate
3/30/2021 19:39:32,Econometrics,yes,1,mu,ja,male,neither,15/01/1998,2,yes,60,60,82,4.45,Sun,Girls
3/30/2021 19:59:03,CS: Big Data,yes,0,mu,ja,male,neither,Nov. 23rd,2,no,60,Win the competition and get money,7,12:20,delicious food,relaxing atmosphere 
3/30/2021 20:05:41,Information Studies: Data Science,yes,0,mu,nee,female,neither,26-03-1997,1,yes,98,0,42069,"23,30",Finishing tasks,GME go brrrr
3/30/2021 20:05:56,Bioinformatics and Systems Biology ,yes,1,sigma,ja,male,slim,22/1/1996,1,yes,50,0,35,12pm,Sun,Wine
3/30/2021 20:19:21,Master Econometrics and Operations Research: Data Science track,yes,0,mu,ja,female,fat,11 September,0,no,80,All,10,1.15,Good food,Sunny day
3/30/2021 20:26:14,Data Science track (UvA),yes,1,mu,ja,male,fat,January,0,no,100,minimum of a 100,52,00000,Warhammer,Warhammer 40.000
3/30/2021 20:31:27,Mathematics,yes,0,sigma,nee,unknown,I have no idea what you are talking about,24-08-1997,0,unknown,45,0,e,yes,you,also you
3/30/2021 21:00:15,Econometrics and Operations Research,yes,0,mu,ja,male,neither,01-08,3,yes,10,50,6,01:00,love,sex
3/30/2021 21:02:22,MSc AI,no,0,sigma,unknown,male,I have no idea what you are talking about,22.04.93,0,unknown,20,2,51,55,5,5
3/30/2021 21:06:27,QRM,yes,0,mu,ja,male,fat,08 05 1999,2,no,75,0.25,5,001,Sex,Good food
3/30/2021 21:24:56,Master Artificial Intelligence,yes,1,mu,ja,female,fat,16-12-1997,1,no,20,2,999998,00:56,Sun,Boyfriend
3/30/2021 21:25:13,Bioinformatics ,yes,0,mu,nee,male,fat,02/09/1996,0,no,77,I don't get it ,Drie,1:30,Beer,Friends
3/30/2021 21:27:34,Business Analytics & AI,yes,1,mu,ja,male,neither,16-05-1999,1,no,10,100,0,???,having breakfast with pancakes and strawberries ,Chilling at the beach on a sunny day
3/30/2021 21:27:46,Climate Econometrics,yes,0,mu,nee,male,neither,18.02.1995,4,no,99,17,17,12,what,when
3/30/2021 21:34:48,Econometrics and Data Science,yes,0,mu,ja,female,fat,12-12-1995,3,no,80,"0,21",-3,23.3,A bunch of laughing,Bingewatching my favourite shows
3/30/2021 21:36:33,Econometrics and data science,yes,1,unknown,nee,male,fat,16 may,0,no,30,20,6,?,saturday,sunday
3/30/2021 21:54:08,AI,no,0,mu,ja,female,neither,19.12.1998,1,no,70,1,8,01:00,sun,weekend
3/30/2021 22:17:11,MSc Finance,yes,1,mu,ja,male,I have no idea what you are talking about,"November 23rd, nineteen hundred eighty nine",Two,yes,55,Twice as much as the half,Seventy seven,4 ante meridiem,Bananas,Test
3/30/2021 22:19:48,MSc: Artificial Intelligence,no,1,mu,nee,male,neither,29/11/1987,0,no,95,10,729,0130,progress,friends
3/30/2021 22:30:34,MSc Information studies,yes,1,mu,ja,female,I have no idea what you are talking about,20-12-1989,0,no,70,99,12,23:30,Sunshine,Family and friends
3/30/2021 22:37:23,Bioinformatics and Systems Biology,yes,0,mu,ja,male,I have no idea what you are talking about,20th of July,1,no,80,1,2,01:30,Sunshine,Exercise
3/30/2021 22:42:18,artificial intelligence,yes,1,mu,nee,female,fat,feb 18,0,no,80,80,10,11:00,sunshine,happiness
3/30/2021 22:58:28,Fintech,yes,0,mu,nee,male,slim,14 January,1,no,87,Depends on how many we are,3.1416,22,football,Sun
3/30/2021 23:12:08,Fintech,yes,1,sigma,nee,female,fat,24/11/1994,20,yes,50,20,20,2,Weather,Good news
3/30/2021 23:14:42,Quantative Risk Management,no,0,mu,nee,male,neither,26-2-1998,3,no,0,0.25,59,01:00,Good food,Good music
3/30/2021 23:44:58,Business Analytics,yes,0,mu,ja,male,I have no idea what you are talking about,27/5/1998,1,no,70,1,6,Bru,You,Me
